"Supplemental Table 3. PCA, clustering, and GO enrichment analysis results. Note GO enrichment was not performed on the pale turquoise clade because this clade did not show temperature differences.",,,,,,,,,,,,,
protein_ID,PC1_loadings,PC2_loadings,PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_LOC592006.1.1.m.18498,0.004930041,-0.001709075,No,NA,NA,NA,NA,NA,NA,autophagosome [GO:0005776]; clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; neuron projection terminus [GO:0044306]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]; trans-Golgi network membrane [GO:0032588]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; autophagy [GO:0006914]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi ribbon formation [GO:0090161]; Golgi to vacuole transport [GO:0006896]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein targeting to vacuole [GO:0006623]; retrograde transport; endosome to Golgi [GO:0042147]; vesicle fusion with Golgi apparatus [GO:0048280]; voluntary musculoskeletal movement [GO:0050882],NA,NA,NA
CHOYP_LOC592013.1.1.m.20072,-0.006658527,0.013359703,No,NA,NA,NA,NA,NA,NA,cytoplasmic vesicle [GO:0031410]; trans-Golgi network [GO:0005802]; intracellular protein transport [GO:0006886]; vesicle tethering to Golgi [GO:0099041],NA,NA,NA
CHOYP_LOC592142.4.9.m.49474,-0.012040151,-0.001195289,No,NA,NA,NA,NA,NA,NA,extracellular region [GO:0005576]; lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139],NA,NA,NA
CHOYP_LOC592142.5.9.m.53066,-0.01033383,0.009331958,No,NA,NA,NA,NA,NA,NA,extracellular region [GO:0005576]; lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139],NA,NA,NA
CHOYP_LOC592142.6.9.m.54976,-0.010399337,0.000595832,No,NA,NA,NA,NA,NA,NA,extracellular region [GO:0005576]; lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139],NA,NA,NA
CHOYP_LOC592142.7.9.m.55467,-0.010551108,0.004623872,No,NA,NA,NA,NA,NA,NA,extracellular region [GO:0005576]; lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139],NA,NA,NA
CHOYP_LOC592209.1.1.m.48009,-0.02174948,-0.00720374,No,NA,NA,NA,NA,NA,NA,centrosome [GO:0005813]; cytoplasm [GO:0005737]; sperm flagellum [GO:0036126]; calcium ion binding [GO:0005509],NA,NA,NA
CHOYP_LOC592215.1.1.m.34856,0.005665843,-0.01573874,No,NA,NA,NA,NA,NA,NA,endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; oxidoreductase activity; acting on a sulfur group of donors; disulfide as acceptor [GO:0016671]; protein disulfide isomerase activity [GO:0003756]; protein disulfide oxidoreductase activity [GO:0015035]; 4-hydroxyproline metabolic process [GO:0019471]; cell redox homeostasis [GO:0045454]; extracellular matrix organization [GO:0030198]; glucose homeostasis [GO:0042593]; insulin processing [GO:0030070]; protein folding in endoplasmic reticulum [GO:0034975]; protein maturation by protein folding [GO:0022417],NA,NA,NA
CHOYP_LOC592357.1.1.m.27228,-0.011278656,0.003057898,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC592411.1.1.m.19664,-0.005724651,-0.018270661,No,NA,NA,NA,NA,NA,NA,nucleus [GO:0005634]; U2-type catalytic step 2 spliceosome [GO:0071007]; RNA binding [GO:0003723]; mRNA splicing; via spliceosome [GO:0000398],NA,NA,NA
CHOYP_LOC592528.1.2.m.17290,0.01682483,-0.002092463,No,NA,NA,NA,NA,NA,NA,COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; protein deneddylation [GO:0000338],NA,NA,NA
CHOYP_LOC592585.1.1.m.51309,0.019886287,-0.004510847,No,NA,NA,NA,NA,NA,NA,anchored component of membrane [GO:0031225]; apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; cell junction [GO:0030054]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; microvillus membrane [GO:0031528]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; dipeptidase activity [GO:0016805]; dipeptidyl-peptidase activity [GO:0008239]; GPI anchor binding [GO:0034235]; metallodipeptidase activity [GO:0070573]; metalloexopeptidase activity [GO:0008235]; modified amino acid binding [GO:0072341]; zinc ion binding [GO:0008270]; antibiotic metabolic process [GO:0016999]; cellular lactam catabolic process [GO:0072340]; cellular response to calcium ion [GO:0071277]; cellular response to drug [GO:0035690]; cellular response to nitric oxide [GO:0071732]; glutathione metabolic process [GO:0006749]; homocysteine metabolic process [GO:0050667]; leukotriene metabolic process [GO:0006691]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell migration [GO:0030336]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; xenobiotic metabolic process [GO:0006805],NA,NA,NA
CHOYP_LOC592624.1.1.m.45639,-0.02001136,-8.11E-05,No,NA,NA,NA,NA,NA,NA,integral component of membrane [GO:0016021]; mitochondrion [GO:0005739],NA,NA,NA
CHOYP_LOC592709.1.1.m.22553,-0.011657117,0.00040001,No,NA,NA,NA,NA,NA,NA,extracellular region [GO:0005576],NA,NA,NA
CHOYP_LOC592745.1.1.m.47718,0.003051543,0.002990794,No,NA,NA,NA,NA,NA,NA,mitochondrion [GO:0005739]; nucleus [GO:0005634]; 3'-tyrosyl-DNA phosphodiesterase activity [GO:0017005]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA binding [GO:0003677]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; double-stranded DNA 3'-5' exodeoxyribonuclease activity [GO:0008311]; phosphoric diester hydrolase activity [GO:0008081]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284],NA,NA,NA
CHOYP_LOC592825.1.1.m.43751,-0.008873829,-0.016984217,No,NA,NA,NA,NA,NA,NA,cytoplasm [GO:0005737]; nucleus [GO:0005634]; SUMO-specific isopeptidase activity [GO:0070140]; protein desumoylation [GO:0016926],NA,NA,NA
CHOYP_LOC592857.1.1.m.62834,-0.019099231,-0.011179772,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA
CHOYP_LOC592888.1.1.m.63240,0.009541779,0.012638798,No,NA,NA,NA,NA,NA,NA,centriole [GO:0005814]; cell cycle [GO:0007049],NA,NA,NA
CHOYP_LOC592990.1.1.m.17663,0.007817287,-0.011689934,No,NA,NA,NA,NA,NA,NA,endoplasmic reticulum [GO:0005783]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491],NA,NA,NA
CHOYP_LOC593134.1.1.m.29711,0.000293655,-0.025037772,No,NA,NA,NA,NA,NA,NA,cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi medial cisterna [GO:0005797]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; regulation of vesicle targeting; to; from or within Golgi [GO:0048209]; retrograde transport; endosome to Golgi [GO:0042147]; vesicle fusion [GO:0006906],NA,NA,NA
CHOYP_LOC593247.1.1.m.56872,-0.002829497,0.018704553,No,NA,NA,NA,NA,NA,NA,cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; glutathione-disulfide reductase activity [GO:0004362]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599],NA,NA,NA
CHOYP_LOC593338.1.2.m.31413,-0.007956256,-0.009285671,No,NA,NA,NA,NA,NA,NA,integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; non-motile cilium [GO:0097730]; plasma membrane [GO:0005886]; ion channel activity [GO:0005216]; response to stimulus [GO:0050896],NA,NA,NA
CHOYP_LOC593467.2.4.m.66724,0.009768888,0.008902228,No,NA,NA,NA,NA,NA,NA,cell cortex [GO:0005938]; extracellular space [GO:0005615]; perinuclear region of cytoplasm [GO:0048471]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270],NA,NA,NA
CHOYP_LOC593522.1.2.m.5381,-0.01323278,-0.013505664,No,NA,NA,NA,NA,NA,NA,chromatin [GO:0000785]; dendrite cytoplasm [GO:0032839]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; paraspeckles [GO:0042382]; RNA polymerase II transcription factor complex [GO:0090575]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity; RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; histone deacetylase binding [GO:0042826]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; activation of innate immune response [GO:0002218]; alternative mRNA splicing; via spliceosome [GO:0000380]; dendritic transport of messenger ribonucleoprotein complex [GO:0098963]; double-strand break repair via homologous recombination [GO:0000724]; histone H3 deacetylation [GO:0070932]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription; DNA-templated [GO:0045892]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of sister chromatid cohesion [GO:0045876]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380],NA,NA,NA
CHOYP_LOC593522.2.2.m.33858,-0.011252392,-0.00312443,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC593529.1.1.m.59343,-0.001020861,-0.021804578,No,NA,NA,NA,NA,NA,NA,cytoplasm [GO:0005737]; nucleus [GO:0005634]; identical protein binding [GO:0042802]; peptidase activity [GO:0008233],NA,NA,NA
CHOYP_LOC593558.3.4.m.36843,-0.001175257,-0.003296678,No,NA,NA,NA,NA,NA,NA,centrosome [GO:0005813]; cytoplasm [GO:0005737]; zonula adherens [GO:0005915]; delta-catenin binding [GO:0070097]; cardiac muscle cell differentiation [GO:0055007]; epithelial cell-cell adhesion [GO:0090136]; regulation of heart contraction [GO:0008016]; zonula adherens maintenance [GO:0045218],NA,NA,NA
CHOYP_LOC593741.1.1.m.11514,-0.017623572,0.001876591,No,NA,NA,NA,NA,NA,NA,metal ion binding [GO:0046872],NA,NA,NA
CHOYP_LOC594038.1.1.m.8864,0.006494183,0.001407381,No,NA,NA,NA,NA,NA,NA,,NA,NA,NA
CHOYP_LOC594130.1.1.m.48747,-0.011124291,0.018674427,No,NA,NA,NA,NA,NA,NA,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; 4-hydroxyphenylpyruvate dioxygenase activity [GO:0003868]; metal ion binding [GO:0046872]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572],NA,NA,NA
CHOYP_LOC594151.1.2.m.7270,-0.016959105,0.009602069,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC594176.1.1.m.9662,-0.011223757,-0.000892714,No,NA,NA,NA,NA,NA,NA,cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity; RNA polymerase II-specific [GO:0000981]; protein domain specific binding [GO:0019904]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; anoikis [GO:0043276]; cell proliferation [GO:0008283]; DNA damage response; signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; epidermis development [GO:0008544]; negative regulation of fat cell proliferation [GO:0070345]; negative regulation of G0 to G1 transition [GO:0070317]; positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway [GO:1900740]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA biosynthetic process [GO:2000278]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083],NA,NA,NA
CHOYP_LOC594315.1.1.m.28047,0.020340356,-0.005477958,No,NA,NA,NA,NA,NA,NA,cytoplasm [GO:0005737]; cytosol [GO:0005829]; dense body [GO:0097433]; melanosome [GO:0042470]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; RISC complex [GO:0016442]; endonuclease activity [GO:0004519]; endoribonuclease activity [GO:0004521]; nuclease activity [GO:0004518]; RISC complex binding [GO:1905172]; RNA binding [GO:0003723]; gene silencing by RNA [GO:0031047]; miRNA catabolic process [GO:0010587]; regulation of cell cycle process [GO:0010564]; RNA catabolic process [GO:0006401],NA,NA,NA
CHOYP_LOC594379.1.1.m.55370,-0.009416062,0.000563248,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC594407.1.1.m.38463,-0.005124527,0.006337513,No,NA,NA,NA,NA,NA,NA,early endosome [GO:0005769]; integral component of membrane [GO:0016021]; Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031],NA,NA,NA
CHOYP_LOC594533.1.1.m.58830,0.006588326,0.018093163,No,NA,NA,NA,NA,NA,NA,cell projection [GO:0042995]; centriolar satellite [GO:0034451]; centrosome [GO:0005813]; cytosol [GO:0005829]; nucleus [GO:0005634]; cellular response to DNA damage stimulus [GO:0006974]; cytoplasmic microtubule organization [GO:0031122]; non-motile cilium assembly [GO:1905515],NA,NA,NA
CHOYP_LOC594590.1.2.m.10772,-0.012818272,-0.014933091,No,NA,NA,NA,NA,NA,NA,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888],NA,NA,NA
CHOYP_LOC594665.1.1.m.8448,0.019402872,0.002111273,No,NA,NA,NA,NA,NA,NA,cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrion [GO:0005739]; cytochrome-b5 reductase activity; acting on NAD(P)H [GO:0004128]; electron transfer activity [GO:0009055]; enzyme binding [GO:0019899]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; hydrolase activity [GO:0016787]; iron-cytochrome-c reductase activity [GO:0047726]; NADP binding [GO:0050661]; NADPH-hemoprotein reductase activity [GO:0003958]; nitric oxide dioxygenase activity [GO:0008941]; oxidoreductase activity [GO:0016491]; carnitine metabolic process [GO:0009437]; cellular organofluorine metabolic process [GO:0090346]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to peptide hormone stimulus [GO:0071375]; demethylation [GO:0070988]; fatty acid oxidation [GO:0019395]; flavonoid metabolic process [GO:0009812]; internal peptidyl-lysine acetylation [GO:0018393]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of lipase activity [GO:0060192]; nitrate catabolic process [GO:0043602]; nitric oxide catabolic process [GO:0046210]; oxidation-reduction process [GO:0055114]; positive regulation of cholesterol biosynthetic process [GO:0045542]; positive regulation of chondrocyte differentiation [GO:0032332]; positive regulation of monooxygenase activity [GO:0032770]; positive regulation of smoothened signaling pathway [GO:0045880]; positive regulation of steroid hormone biosynthetic process [GO:0090031]; regulation of growth plate cartilage chondrocyte proliferation [GO:0003420]; response to drug [GO:0042493]; response to hormone [GO:0009725]; response to nutrient [GO:0007584]; xenobiotic metabolic process [GO:0006805],NA,NA,NA
CHOYP_LOC594665.1.1.m.8449,0.003181456,-0.009725684,No,NA,NA,NA,NA,NA,NA,chaperonin-containing T-complex [GO:0005832]; cytosol [GO:0005829]; microtubule [GO:0005874]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; WD40-repeat domain binding [GO:0071987]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821],NA,NA,NA
CHOYP_LOC594676.1.1.m.8936,0.005900234,0.000162552,No,NA,NA,NA,NA,NA,NA,basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; intracellular vesicle [GO:0097708]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; plasma membrane [GO:0005886]; sperm principal piece [GO:0097228]; synaptic vesicle membrane [GO:0030672]; identical protein binding [GO:0042802]; lithium:proton antiporter activity [GO:0010348]; sodium:proton antiporter activity [GO:0015385]; clathrin-dependent endocytosis [GO:0072583]; flagellated sperm motility [GO:0030317]; positive regulation of osteoclast development [GO:2001206]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; sodium ion transport [GO:0006814],NA,NA,NA
