protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_LOC591926.1.1.m.27235,-0.00626054928798835,0.0343902689289841,No,NA,NA,Q9H0U6,NA,NA,NA,extracellular space [GO:0005615]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; mitochondrial translational elongation [GO:0070125]; mitochondrial translational termination [GO:0070126]; rRNA import into mitochondrion [GO:0035928]; translation [GO:0006412],NA,NA,NA
CHOYP_LOC591968.1.1.m.37093,-0.000466945859065504,-0.000211731947384488,No,NA,NA,Q9DAZ9,NA,NA,NA,centrosome [GO:0005813]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; Flemming body [GO:0090543]; midbody [GO:0030496]; metal ion binding [GO:0046872]; phosphatidylinositol-3-phosphate binding [GO:0032266]; abscission [GO:0009838]; cell division [GO:0051301]; mitotic cytokinesis checkpoint [GO:0044878]; negative regulation of cytokinesis [GO:0032466],NA,NA,NA
CHOYP_LOC592001.1.1.m.43470,-0.00119915239036793,0.0195254964747843,No,NA,NA,Q9UPU5,NA,NA,NA,cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511],NA,NA,NA
CHOYP_LOC592006.1.1.m.18498,0.00174045119025916,-0.00470906271276003,No,NA,NA,Q96AJ9,NA,NA,NA,autophagosome [GO:0005776]; clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; neuron projection terminus [GO:0044306]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]; trans-Golgi network membrane [GO:0032588]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; autophagy [GO:0006914]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi ribbon formation [GO:0090161]; Golgi to vacuole transport [GO:0006896]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein targeting to vacuole [GO:0006623]; retrograde transport; endosome to Golgi [GO:0042147]; vesicle fusion with Golgi apparatus [GO:0048280]; voluntary musculoskeletal movement [GO:0050882],NA,NA,NA
CHOYP_LOC592013.1.1.m.20072,-0.00878712371293488,-0.0253596823286014,No,NA,NA,Q9HAS0,NA,NA,NA,cytoplasmic vesicle [GO:0031410]; trans-Golgi network [GO:0005802]; intracellular protein transport [GO:0006886]; vesicle tethering to Golgi [GO:0099041],NA,NA,NA
CHOYP_LOC592142.4.9.m.49474,-0.0272009601750507,0.00284815094044156,No,NA,NA,C3YWU0,NA,NA,NA,extracellular region [GO:0005576]; lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139],NA,NA,NA
CHOYP_LOC592142.5.9.m.53066,-0.010977341558817,-0.0225124024922104,No,NA,NA,C3YWU0,NA,NA,NA,extracellular region [GO:0005576]; lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139],NA,NA,NA
CHOYP_LOC592142.6.9.m.54976,-0.00416730713682708,-0.0023436122220989,No,NA,NA,C3YWU0,NA,NA,NA,extracellular region [GO:0005576]; lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139],NA,NA,NA
CHOYP_LOC592142.7.9.m.55467,-0.00402728184665159,-0.00249705964075206,No,NA,NA,C3YWU0,NA,NA,NA,extracellular region [GO:0005576]; lysosome [GO:0005764]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139],NA,NA,NA
CHOYP_LOC592215.1.1.m.34856,-0.00231342032844187,0.00693430946636349,No,NA,NA,Q8R2E9,NA,NA,NA,endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; oxidoreductase activity; acting on a sulfur group of donors; disulfide as acceptor [GO:0016671]; protein disulfide isomerase activity [GO:0003756]; protein disulfide oxidoreductase activity [GO:0015035]; 4-hydroxyproline metabolic process [GO:0019471]; cell redox homeostasis [GO:0045454]; extracellular matrix organization [GO:0030198]; glucose homeostasis [GO:0042593]; insulin processing [GO:0030070]; protein folding in endoplasmic reticulum [GO:0034975]; protein maturation by protein folding [GO:0022417],NA,NA,NA
CHOYP_LOC592357.1.1.m.27228,-0.00207513362529625,-8.49044853590172e-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC592411.1.1.m.19664,-0.0159398898786814,0.0130088206365592,No,NA,NA,Q6NUB2,NA,NA,NA,nucleus [GO:0005634]; U2-type catalytic step 2 spliceosome [GO:0071007]; RNA binding [GO:0003723]; mRNA splicing; via spliceosome [GO:0000398],NA,NA,NA
CHOYP_LOC592528.1.2.m.17290,0.0192596987210865,-0.00725557239727297,No,NA,NA,O88545,NA,NA,NA,COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; protein deneddylation [GO:0000338],NA,NA,NA
CHOYP_LOC592585.1.1.m.51309,0.00525330912938081,-0.00293536813913541,No,NA,NA,P16444,NA,NA,NA,anchored component of membrane [GO:0031225]; apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; cell junction [GO:0030054]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; microvillus membrane [GO:0031528]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; dipeptidase activity [GO:0016805]; dipeptidyl-peptidase activity [GO:0008239]; GPI anchor binding [GO:0034235]; metallodipeptidase activity [GO:0070573]; metalloexopeptidase activity [GO:0008235]; modified amino acid binding [GO:0072341]; zinc ion binding [GO:0008270]; antibiotic metabolic process [GO:0016999]; cellular lactam catabolic process [GO:0072340]; cellular response to calcium ion [GO:0071277]; cellular response to drug [GO:0035690]; cellular response to nitric oxide [GO:0071732]; glutathione metabolic process [GO:0006749]; homocysteine metabolic process [GO:0050667]; leukotriene metabolic process [GO:0006691]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell migration [GO:0030336]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; xenobiotic metabolic process [GO:0006805],NA,NA,NA
CHOYP_LOC592624.1.1.m.45639,-0.021995904299949,-0.0172653720869195,No,NA,NA,Q32PH2,NA,NA,NA,integral component of membrane [GO:0016021]; mitochondrion [GO:0005739],NA,NA,NA
CHOYP_LOC592709.1.1.m.22553,-0.0149335917565444,-0.0002572651824711,No,NA,NA,A6NCI4,NA,NA,NA,extracellular region [GO:0005576],NA,NA,NA
CHOYP_LOC592745.1.1.m.47718,0.0128510288781191,0.0130086269463932,No,NA,NA,Q10002,NA,NA,NA,mitochondrion [GO:0005739]; nucleus [GO:0005634]; 3'-tyrosyl-DNA phosphodiesterase activity [GO:0017005]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA binding [GO:0003677]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; double-stranded DNA 3'-5' exodeoxyribonuclease activity [GO:0008311]; phosphoric diester hydrolase activity [GO:0008081]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284],NA,NA,NA
CHOYP_LOC592825.1.1.m.43751,-0.00982827610067615,0.013868171147368,No,NA,NA,Q5RBB1,NA,NA,NA,cytoplasm [GO:0005737]; nucleus [GO:0005634]; SUMO-specific isopeptidase activity [GO:0070140]; protein desumoylation [GO:0016926],NA,NA,NA
CHOYP_LOC592857.1.1.m.62834,-0.0213985775736631,0.00907661625598575,No,NA,NA,B2RC85,NA,NA,NA,,NA,NA,NA
CHOYP_LOC592888.1.1.m.63240,0.00954927048456234,-0.0185806336436285,No,NA,NA,Q6DFB7,NA,NA,NA,centriole [GO:0005814]; cell cycle [GO:0007049],NA,NA,NA
CHOYP_LOC592990.1.1.m.17663,0.000649002861584178,0.00141474190498416,No,NA,NA,Q99L04,NA,NA,NA,endoplasmic reticulum [GO:0005783]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491],NA,NA,NA
CHOYP_LOC593134.1.1.m.29711,-0.0217102485998965,0.0167007251925575,No,NA,NA,O88630,NA,NA,NA,cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi medial cisterna [GO:0005797]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; regulation of vesicle targeting; to; from or within Golgi [GO:0048209]; retrograde transport; endosome to Golgi [GO:0042147]; vesicle fusion [GO:0006906],NA,NA,NA
CHOYP_LOC593247.1.1.m.56872,0.0103413953664942,-0.0125392447460961,No,NA,NA,Q9HU55,NA,NA,NA,cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; glutathione-disulfide reductase activity [GO:0004362]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599],NA,NA,NA
CHOYP_LOC593338.1.2.m.31413,-0.0099147213616015,-0.00184450305721163,No,NA,NA,Q18297,NA,NA,NA,integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; non-motile cilium [GO:0097730]; plasma membrane [GO:0005886]; ion channel activity [GO:0005216]; response to stimulus [GO:0050896],NA,NA,NA
CHOYP_LOC593467.2.4.m.66724,0.0163840261392978,0.0038663494427506,No,NA,NA,P42674,NA,NA,NA,cell cortex [GO:0005938]; extracellular space [GO:0005615]; perinuclear region of cytoplasm [GO:0048471]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270],NA,NA,NA
CHOYP_LOC593522.1.2.m.5381,-0.00273125010972158,0.00012002140658253,No,NA,NA,P23246,NA,NA,NA,chromatin [GO:0000785]; dendrite cytoplasm [GO:0032839]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; paraspeckles [GO:0042382]; RNA polymerase II transcription factor complex [GO:0090575]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity; RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; histone deacetylase binding [GO:0042826]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; activation of innate immune response [GO:0002218]; alternative mRNA splicing; via spliceosome [GO:0000380]; dendritic transport of messenger ribonucleoprotein complex [GO:0098963]; double-strand break repair via homologous recombination [GO:0000724]; histone H3 deacetylation [GO:0070932]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription; DNA-templated [GO:0045892]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of sister chromatid cohesion [GO:0045876]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380],NA,NA,NA
CHOYP_LOC593522.2.2.m.33858,-0.00201192461079759,0.0084878947296047,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC593529.1.1.m.59343,-0.00582161933980315,0.0185070130368043,No,NA,NA,Q4KM30,NA,NA,NA,cytoplasm [GO:0005737]; nucleus [GO:0005634]; identical protein binding [GO:0042802]; peptidase activity [GO:0008233],NA,NA,NA
CHOYP_LOC593558.3.4.m.36843,1.78356762395802e-05,-9.59159661907111e-05,No,NA,NA,B6RSP1,NA,NA,NA,centrosome [GO:0005813]; cytoplasm [GO:0005737]; zonula adherens [GO:0005915]; delta-catenin binding [GO:0070097]; cardiac muscle cell differentiation [GO:0055007]; epithelial cell-cell adhesion [GO:0090136]; regulation of heart contraction [GO:0008016]; zonula adherens maintenance [GO:0045218],NA,NA,NA
CHOYP_LOC593741.1.1.m.11514,-0.00224120567763317,-0.000255341778486936,No,NA,NA,Q567I9,NA,NA,NA,metal ion binding [GO:0046872],NA,NA,NA
CHOYP_LOC594038.1.1.m.8864,0.0155754489879777,0.000273731655719514,No,NA,NA,B0WIW5,NA,NA,NA,,NA,NA,NA
CHOYP_LOC594130.1.1.m.48747,-0.00115024084417623,-0.00199787790553477,No,NA,NA,P32755,NA,NA,NA,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; 4-hydroxyphenylpyruvate dioxygenase activity [GO:0003868]; metal ion binding [GO:0046872]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572],NA,NA,NA
CHOYP_LOC594151.1.2.m.7270,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC594176.1.1.m.9662,-0.0160375339662798,-0.00883126796114642,No,NA,NA,Q14186,NA,NA,NA,cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity; RNA polymerase II-specific [GO:0000981]; protein domain specific binding [GO:0019904]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; anoikis [GO:0043276]; cell proliferation [GO:0008283]; DNA damage response; signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; epidermis development [GO:0008544]; negative regulation of fat cell proliferation [GO:0070345]; negative regulation of G0 to G1 transition [GO:0070317]; positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway [GO:1900740]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA biosynthetic process [GO:2000278]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083],NA,NA,NA
CHOYP_LOC594315.1.1.m.28047,0.00152830145470719,0.000152213402728752,No,NA,NA,Q78PY7,NA,NA,NA,cytoplasm [GO:0005737]; cytosol [GO:0005829]; dense body [GO:0097433]; melanosome [GO:0042470]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; RISC complex [GO:0016442]; endonuclease activity [GO:0004519]; endoribonuclease activity [GO:0004521]; nuclease activity [GO:0004518]; RISC complex binding [GO:1905172]; RNA binding [GO:0003723]; gene silencing by RNA [GO:0031047]; miRNA catabolic process [GO:0010587]; regulation of cell cycle process [GO:0010564]; RNA catabolic process [GO:0006401],NA,NA,NA
CHOYP_LOC594379.1.1.m.55370,-0.00100703348148251,0.00444493155880957,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC594407.1.1.m.38463,-0.00134882974219788,-0.00254708548647258,No,NA,NA,Q8BWQ6,NA,NA,NA,early endosome [GO:0005769]; integral component of membrane [GO:0016021]; Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031],NA,NA,NA
CHOYP_LOC594533.1.1.m.58830,0.00497923086734178,-0.00903970702399925,No,NA,NA,Q8IYE1,NA,NA,NA,cell projection [GO:0042995]; centriolar satellite [GO:0034451]; centrosome [GO:0005813]; cytosol [GO:0005829]; nucleus [GO:0005634]; cellular response to DNA damage stimulus [GO:0006974]; cytoplasmic microtubule organization [GO:0031122]; non-motile cilium assembly [GO:1905515],NA,NA,NA
CHOYP_LOC594590.1.2.m.10772,-0.0189432319408999,0.0221779373908159,No,NA,NA,B5XGE7,NA,NA,NA,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888],NA,NA,NA
CHOYP_LOC594665.1.1.m.8448,0.00533312894720897,0.00111991489711574,No,NA,NA,P16435,NA,NA,NA,cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrion [GO:0005739]; cytochrome-b5 reductase activity; acting on NAD(P)H [GO:0004128]; electron transfer activity [GO:0009055]; enzyme binding [GO:0019899]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; hydrolase activity [GO:0016787]; iron-cytochrome-c reductase activity [GO:0047726]; NADP binding [GO:0050661]; NADPH-hemoprotein reductase activity [GO:0003958]; nitric oxide dioxygenase activity [GO:0008941]; oxidoreductase activity [GO:0016491]; carnitine metabolic process [GO:0009437]; cellular organofluorine metabolic process [GO:0090346]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to peptide hormone stimulus [GO:0071375]; demethylation [GO:0070988]; fatty acid oxidation [GO:0019395]; flavonoid metabolic process [GO:0009812]; internal peptidyl-lysine acetylation [GO:0018393]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of lipase activity [GO:0060192]; nitrate catabolic process [GO:0043602]; nitric oxide catabolic process [GO:0046210]; oxidation-reduction process [GO:0055114]; positive regulation of cholesterol biosynthetic process [GO:0045542]; positive regulation of chondrocyte differentiation [GO:0032332]; positive regulation of monooxygenase activity [GO:0032770]; positive regulation of smoothened signaling pathway [GO:0045880]; positive regulation of steroid hormone biosynthetic process [GO:0090031]; regulation of growth plate cartilage chondrocyte proliferation [GO:0003420]; response to drug [GO:0042493]; response to hormone [GO:0009725]; response to nutrient [GO:0007584]; xenobiotic metabolic process [GO:0006805],NA,NA,NA
